ATCOCode,CommonName,Street,NptgLocalityCode,LocalityName,GridType,Longitude,Latitude,StopType,BusStopType,TimingStatus,Status
1980HA120307,Priory Road,St Denys' Road,N0073216,Bitterne Park,UKOS,-1.38053,50.92444,BCT,MKD,OTH,active
1980HA120306,Priory Road,St Denys' Road,N0073216,Bitterne Park,UKOS,-1.38043,50.92453,BCT,MKD,OTH,active
1980HA120546,Red Funnel Terminal,,N0077173,Town Quay,UKOS,-1.40491,50.89615,BCT,MKD,OTH,active
1980HAA13580,Red Funnel Terminal,,N0077173,Town Quay,UKOS,-1.40471,50.89612,BCT,MKD,OTH,active
1980HA120611,Fairfax Court,Hinkler Road,N0073220,Thornhill,UKOS,-1.32886,50.91213,BCT,MKD,OTH,active
1980HA120610,Fairfax Court,Hinkler Road,N0073220,Thornhill,UKOS,-1.32923,50.91224,BCT,MKD,OTH,active
1980HA120613,Holcroft Road,Hinkler Road,N0073220,Thornhill,UKOS,-1.32778,50.90934,BCT,MKD,OTH,active
1980HA120612,Holcroft Road,Hinkler Road,N0073220,Thornhill,UKOS,-1.32771,50.90921,BCT,MKD,OTH,active
1980HA120462,Melchet Road,Beauworth Avenue,E0041988,Harefield,UKOS,-1.34275,50.92286,BCT,MKD,OTH,active
1980HA120464,Fritham Road,Minstead Avenue,E0041988,Harefield,UKOS,-1.33967,50.92095,BCT,MKD,OTH,inactive
1980HA120465,Hare and Hounds,Cheriton Avenue,E0041988,Harefield,UKOS,-1.33536,50.91925,BCT,MKD,OTH,inactive
1980HA120466,Hare and Hounds,Minstead Avenue,E0041988,Harefield,UKOS,-1.33545,50.9197,BCT,MKD,OTH,active
1980HA120481,Waterhouse Lane,Millbrook Road West,E0041986,Freemantle,UKOS,-1.43627,50.91277,BCT,MKD,OTH,active
1980HA120483,Millbrook Station,Paynes Road,E0041986,Freemantle,UKOS,-1.434,50.91179,BCT,MKD,OTH,active
1980HA120482,Millbrook Station,Millbrook Road West,E0041986,Freemantle,UKOS,-1.43335,50.9119,BCT,MKD,OTH,active
1980SN120010,Kinloss Court,Lords Hill Way,N0073217,Lord's Hill,UKOS,-1.44444,50.94348,BCT,MKD,OTH,active
1980SN120011,Kinloss Court,Lords Hill Way,N0073217,Lord's Hill,UKOS,-1.44341,50.94325,BCT,MKD,OTH,active
1980HAA13389,Tanners Brook,Lord's Hill Way,E0041997,Lordswood,UKOS,-1.43745,50.94227,BCT,MKD,OTH,active
1980SN120013,Tanners Brook,Lord's Hill Way,E0041997,Lordswood,UKOS,-1.43668,50.94264,BCT,MKD,OTH,active
1980SN120014,Woburn Road Flyover,Lords Hill Way,E0041997,Lordswood,UKOS,-1.43206,50.94366,BCT,MKD,OTH,active
1980HAA13388,Woburn Road Flyover,Lord's Hill Way,E0041997,Lordswood,UKOS,-1.4321,50.9434,BCT,MKD,OTH,active
1980SN120004,Royal South Hants Hospital,The Grounds,E0042007,Nicholstown,UKOS,-1.39669,50.91295,BCT,MKD,OTH,inactive
1980SN120006,Crabwood Road,Wimpson Lane,E0042000,Maybush,UKOS,-1.45004,50.9287,BCT,MKD,OTH,active
1980SN120007,Crabwood Road,Wimpson Lane,E0042000,Maybush,UKOS,-1.45044,50.9282,BCT,MKD,OTH,active
1980SN120009,Blackbushe Close,Lords Hill Way,N0073217,Lord's Hill,UKOS,-1.44799,50.94348,BCT,MKD,OTH,active
1980SN120008,Blackbushe Close,Lords Hill Way,N0073217,Lord's Hill,UKOS,-1.44826,50.94355,BCT,MKD,OTH,active
1980SN120041,Boniface Crescent,Lower Brownhill Road,E0042000,Maybush,UKOS,-1.46122,50.93487,BCT,MKD,OTH,active
1980SN120042,Boniface Crescent,Lower Brownhill Road,E0042000,Maybush,UKOS,-1.46212,50.93455,BCT,MKD,OTH,active
1980SN120031,Poppy Road,Lobelia Road,E0041968,Bassett Green,UKOS,-1.38802,50.94377,BCT,MKD,OTH,active
1980SN120028,Poppy Road,Lobelia Road,E0041968,Bassett Green,UKOS,-1.38791,50.94357,BCT,CUS,OTH,inactive
1980SN120032,Binstead Close,Bassett Green Road,E0041968,Bassett Green,UKOS,-1.38497,50.9436,BCT,MKD,OTH,active
1980SNA90967,Binstead Close,Bassett Green Road,E0041968,Bassett Green,UKOS,-1.38551,50.94355,BCT,MKD,OTH,active
1980SN120034,Leaside Way,Bassett Green Road,E0041968,Bassett Green,UKOS,-1.38182,50.94341,BCT,MKD,OTH,active
1980SNA90966,Leaside Way,Bassett Green Road,E0041968,Bassett Green,UKOS,-1.38231,50.94334,BCT,MKD,OTH,active
1980HAA13648,Leisure World,West Quay Road,N0077117,Southampton City Centre,UKOS,-1.41195,50.90298,BCT,MKD,OTH,inactive
1980HAA13649,Leisure World,West Quay Road,N0077117,Southampton City Centre,UKOS,-1.41172,50.90315,BCT,MKD,OTH,active
1980HAA13650,Friars Way,Wessex Lane,E0042028,Swaythling,UKOS,-1.37585,50.93938,BCT,MKD,OTH,active
1980HAA13651,Friars Way,Wessex Lane,E0042028,Swaythling,UKOS,-1.37575,50.93939,BCT,MKD,OTH,active
1980HAA13387,St George School,Leaside Way,E0041968,Bassett Green,UKOS,-1.38212,50.94538,BCT,MKD,OTH,inactive
1980HAA13579,Southampton NOCS,European Way,E0041983,Eastern Docks,UKOS,-1.3954,50.89335,BCT,MKD,OTH,active
1980HAA13652,Ticonderoga Gardens,Archery Road,N0073222,Weston,UKOS,-1.37245,50.88848,BCT,MKD,OTH,active
1980HAA13662,Dundonald Close,Victoria Road,E0042037,Woolston,UKOS,-1.38158,50.89002,BCT,MKD,OTH,inactive
1980HAA13661,Dundonald Close,Victoria Road,E0042037,Woolston,UKOS,-1.3813,50.89001,BCT,MKD,OTH,inactive
1980HAA13664,Swift Road,Victoria Road,E0042037,Woolston,UKOS,-1.3831,50.89115,BCT,MKD,OTH,inactive
1980HAA13663,Swift Road,Victoria Road,E0042037,Woolston,UKOS,-1.38304,50.8909,BCT,MKD,OTH,inactive
1980HAA13653,Mayfield Garage,Archery Road,E0042037,Woolston,UKOS,-1.37321,50.88966,BCT,MKD,OTH,active
1980HAA13654,Rothschild Close,Jurds Lake Way,E0042037,Woolston,UKOS,-1.37292,50.88811,BCT,MKD,OTH,inactive
1980HAA13655,Rothschild Close,Jurds Lake Way,E0042037,Woolston,UKOS,-1.37281,50.88778,BCT,MKD,OTH,inactive
1980HAA13658,Arrow Close,Jurds Lake Way,E0042037,Woolston,UKOS,-1.37655,50.88982,BCT,MKD,OTH,inactive
1980HAA13657,Arrow Close,Jurds Lake Way,E0042037,Woolston,UKOS,-1.37636,50.88974,BCT,MKD,OTH,inactive
1980HAA13659,Unwin Close,Victoria Road,E0042037,Woolston,UKOS,-1.37909,50.88973,BCT,MKD,OTH,inactive
1980HAA13660,Unwin Close,Victoria Road,E0042037,Woolston,UKOS,-1.37945,50.88976,BCT,MKD,OTH,inactive
1980SN120410,Aldi Store,Bevois Valley Road,E0041974,Bevois Valley,UKOS,-1.39577,50.91691,BCT,MKD,OTH,active
1980SN120409,Aldi Store,Bevois Valley Road,E0041974,Bevois Valley,UKOS,-1.39563,50.91779,BCT,MKD,OTH,active
1980SN120411,Forster Road,Bevois Hill,E0041974,Bevois Valley,UKOS,-1.39528,50.9193,BCT,MKD,OTH,active
1980SN120413,Spring Crescent,Portswood Road,E0042013,Portswood,UKOS,-1.39554,50.92152,BCT,MKD,OTH,active
1980SN120412,Spring Crescent,Portswood Road,E0042013,Portswood,UKOS,-1.39534,50.92091,BCT,MKD,OTH,active
1980SN120278,Waitrose,Brookvale Road,E0042013,Portswood,UKOS,-1.39454,50.92479,BCT,MKD,OTH,active
1980SN120279,Waitrose,Portswood Road,E0042013,Portswood,UKOS,-1.39448,50.92426,BCT,MKD,OTH,active
1980SN120276,Waitrose,Brookvale Road,E0042013,Portswood,UKOS,-1.3946,50.92489,BCT,MKD,OTH,active
1980SN120415,Waitrose,Portswood Road,E0042013,Portswood,UKOS,-1.39474,50.92372,BCT,MKD,OTH,active
1980SN120430,Garfield Road,Garfield Road,E0041975,Bitterne,UKOS,-1.37419,50.9168,BCT,MKD,OTH,inactive
1980SN120432,Garfield Road,Garfield Road,E0041975,Bitterne,UKOS,-1.37264,50.91653,BCT,MKD,OTH,inactive
1980SN120402,Carlton Road,Carlton Road,E0041965,Banister Park,UKOS,-1.40639,50.91628,BCT,MKD,OTH,active
1980SN120397,Dorrick Court,Archers Road,E0041965,Banister Park,UKOS,-1.40771,50.91656,BCT,MKD,OTH,active
1980SNA90894,Brighton Road,Banister Road,E0041965,Banister Park,UKOS,-1.40689,50.91732,BCT,MKD,OTH,inactive
1980SN120403,Stag Gates,Lodge Road,E0041965,Banister Park,UKOS,-1.40331,50.91887,BCT,MKD,OTH,active
1980SN120404,Stag Gates,The Avenue,E0041965,Banister Park,UKOS,-1.40318,50.91805,BCT,MKD,OTH,active
1980SN120401,Stag Gates,The Avenue,E0041965,Banister Park,UKOS,-1.40409,50.91892,BCT,MKD,OTH,active
1980SN120405,Archers Road,The Avenue,E0041965,Banister Park,UKOS,-1.40289,50.91587,BCT,MKD,OTH,active
1980SN120406,Archers Road,The Avenue,E0041965,Banister Park,UKOS,-1.40239,50.91641,BCT,MKD,OTH,active
1980SN120407,Cedar Road,Lodge Road,E0042013,Portswood,UKOS,-1.40055,50.91913,BCT,MKD,OTH,active
1980SN120408,Cedar Road,Lodge Road,E0042013,Portswood,UKOS,-1.39921,50.91923,BCT,MKD,OTH,active
1980SN120447,Dean Road,West End Road,E0041975,Bitterne,UKOS,-1.35684,50.92027,BCT,MKD,OTH,active
1980SN120449,Dean Road,West End Road,E0041975,Bitterne,UKOS,-1.35671,50.92022,BCT,MKD,OTH,active
1980SN120451,Chichester Road,West End Road,E0041975,Bitterne,UKOS,-1.3591,50.91746,BCT,MKD,OTH,active
1980SN120450,Chichester Road,West End Road,E0041975,Bitterne,UKOS,-1.35895,50.91793,BCT,MKD,OTH,active
1980SN120473,Sunningdale Gardens,Somerset Avenue,E0041988,Harefield,UKOS,-1.34665,50.91535,BCT,MKD,OTH,active
1980SN120460,Sunningdale Gardens,Somerset Avenue,E0041988,Harefield,UKOS,-1.34718,50.91517,BCT,MKD,OTH,active
1980SN120433,Cross Road,Cross Road,E0041975,Bitterne,UKOS,-1.37171,50.91594,BCT,MKD,OTH,inactive
1980SN120434,Cross Road,,E0041975,Bitterne,UKOS,-1.3716,50.91543,BCT,MKD,OTH,inactive
1980SN120438,Vale Drive,Witts Hill,E0042002,Midanbury,UKOS,-1.36111,50.92338,BCT,MKD,OTH,active
1980SN120318,Vale Drive,Witts Hill,E0042002,Midanbury,UKOS,-1.36086,50.92365,BCT,MKD,OTH,inactive
1980SN120442,Bramble Mews,Townhill Way,E0041975,Bitterne,UKOS,-1.35638,50.92169,BCT,MKD,OTH,active
1980SN120443,Bramble Mews,Townhill Way,E0041975,Bitterne,UKOS,-1.35646,50.92135,BCT,MKD,OTH,active
1980SN120380,Grove Road,Shirley Road,E0042018,Shirley,UKOS,-1.42734,50.91751,BCT,MKD,OTH,active
1980SN120381,Grove Road,Shirley Road,E0042018,Shirley,UKOS,-1.42655,50.91705,BCT,MKD,OTH,active
1980SN120385,Bridlington Avenue,St Jame's Road,E0042018,Shirley,UKOS,-1.42406,50.92306,BCT,MKD,OTH,active
1980SN120384,Bridlington Avenue,St Jame's Road,E0042018,Shirley,UKOS,-1.42439,50.92339,BCT,MKD,OTH,active
1980SN120386,St John's Church,St Jame's Road,E0042018,Shirley,UKOS,-1.42095,50.9203,BCT,MKD,OTH,active
1980SN120387,St John's Church,St Jame's Road,E0042018,Shirley,UKOS,-1.4211,50.9206,BCT,MKD,OTH,active
1980SN120372,Church Street,Shirley High Street,E0042018,Shirley,UKOS,-1.43231,50.9215,BCT,MKD,OTH,active
1980SN120371,Church Street,Shirley High Street,E0042018,Shirley,UKOS,-1.43309,50.92198,BCT,MKD,OTH,active
1980SN120373,St James Road,Shirley Avenue,E0042018,Shirley,UKOS,-1.4268,50.92399,BCT,MKD,OTH,active
1980SN120378,St James Road,Shirley Avenue,E0042018,Shirley,UKOS,-1.42695,50.92376,BCT,MKD,OTH,active
1980SN120375,Post Office,Shirley Avenue,E0042018,Shirley,UKOS,-1.43031,50.92128,BCT,MKD,OTH,active
1980SN120374,Post Office,Shirley Avenue,E0042018,Shirley,UKOS,-1.43072,50.92108,BCT,MKD,OTH,active
1980SN120377,LIDL,Shirley Road,E0042018,Shirley,UKOS,-1.43112,50.92044,BCT,MKD,OTH,active
1980SN120376,LIDL,Shirley Road,E0042018,Shirley,UKOS,-1.43028,50.91993,BCT,MKD,OTH,active
1980SN120395,Westrow Road,Archers Road,E0041965,Banister Park,UKOS,-1.41134,50.91589,BCT,CUS,OTH,active
1980SN120396,Westrow Road,Archers Road,E0041965,Banister Park,UKOS,-1.41136,50.91577,BCT,MKD,OTH,active
1980SN120398,Northlands Road,The Avenue,E0041965,Banister Park,UKOS,-1.40519,50.92223,BCT,MKD,OTH,active
1980SN120400,Northlands Road,The Avenue,E0041965,Banister Park,UKOS,-1.40476,50.92116,BCT,MKD,OTH,active
1980SN120788,Albany Park Court,Winn Road,E0042013,Portswood,UKOS,-1.40373,50.92357,BCT,MKD,OTH,active
1980SN120399,Albany Park Court,Winn Road,E0042013,Portswood,UKOS,-1.40486,50.92321,BCT,MKD,OTH,active
1980SN120388,Wilton Road,Hill Lane,E0042031,Upper Shirley,UKOS,-1.41513,50.92148,BCT,MKD,OTH,active
1980SN120389,Wilton Road,Hill Lane,E0042031,Upper Shirley,UKOS,-1.41546,50.92079,BCT,MKD,OTH,active
1980SN120390,Atherley Bowling Club,Raymond Road,E0042018,Shirley,UKOS,-1.41644,50.91899,BCT,MKD,OTH,active
1980SN120392,Atherley Bowling Club,Hill Lane,E0042018,Shirley,UKOS,-1.41542,50.91845,BCT,MKD,OTH,active
1980SN120391,Atherley Bowling Club,Hill Lane,E0042018,Shirley,UKOS,-1.41535,50.91922,BCT,MKD,OTH,active
1980SN120393,Greville Road,Raymond Road,E0042018,Shirley,UKOS,-1.41765,50.91888,BCT,MKD,OTH,active
1980SN120394,Archers Road,Hill Lane,E0042018,Shirley,UKOS,-1.41536,50.91556,BCT,MKD,OTH,active
1980SN120506,Archers Road,Hill Lane,E0042018,Shirley,UKOS,-1.4155,50.91414,BCT,MKD,OTH,active
1980SN121022,SeaCity Museum,Havelock Road,N0077117,Southampton City Centre,UKOS,-1.40823,50.90813,BCT,MKD,OTH,active
1980SN120526,SeaCity Museum,Havelock Road,N0077117,Southampton City Centre,UKOS,-1.40779,50.90782,BCT,MKD,OTH,active
1980SNA19559,Civic Centre,Civic Centre Road,N0077117,Southampton City Centre,UKOS,-1.40616,50.90704,BCT,MKD,OTH,active
1980HAA13584,Civic Centre,Civic Centre Road,N0077117,Southampton City Centre,UKOS,-1.40645,50.90681,BCT,MKD,OTH,active
1980SN120527,Civic Centre,Civic Centre Road,N0077117,Southampton City Centre,UKOS,-1.40606,50.90703,BCT,MKD,OTH,active
1980SN120513,Handel Road,Handel Road,E0042012,Polygon,UKOS,-1.40921,50.91047,BCT,MKD,OTH,active
1980SN120514,Devonshire Road,Handel Road,E0042012,Polygon,UKOS,-1.4096,50.91039,BCT,MKD,OTH,active
1980SN120516,Four Post Hill,Shirley Road,E0041986,Freemantle,UKOS,-1.4172,50.90926,BCT,MKD,OTH,active
1980SN120515,Four Post Hill,Shirley Road,E0041986,Freemantle,UKOS,-1.41765,50.90964,BCT,MKD,OTH,active
1980SN120520,Central Station,Station forecourt,N0077117,Southampton City Centre,UKOS,-1.41316,50.90716,BCT,MKD,OTH,active
1980SN120551,Princes Street,Northam Road,E0042008,Northam,UKOS,-1.38829,50.9111,BCT,MKD,OTH,active
1980SN120535,Law Courts,London Road,E0041969,Bedford Place,UKOS,-1.40249,50.91413,BCT,MKD,OTH,active
1980SN120536,Law Courts,College Place,E0041969,Bedford Place,UKOS,-1.40205,50.91366,BCT,MKD,OTH,active
1980SN120537,Denzil Avenue,Onslow Road,E0041974,Bevois Valley,UKOS,-1.39765,50.91503,BCT,MKD,OTH,active
1980SN120538,Denzil Avenue,Onslow Road,E0041974,Bevois Valley,UKOS,-1.39869,50.91383,BCT,MKD,OTH,active
1980SN120539,RSH Hospital,Saint Mary's Road,E0042007,Nicholstown,UKOS,-1.3999,50.91168,BCT,MKD,OTH,active
1980SN120540,RSH Hospital,Saint Mary's Road,E0042007,Nicholstown,UKOS,-1.39972,50.91173,BCT,MKD,OTH,active
1980SN120472,Exford Avenue,Somerset Avenue,E0041988,Harefield,UKOS,-1.34432,50.91716,BCT,MKD,OTH,active
1980SN120471,Exford Avenue,Somerset Avenue,E0041988,Harefield,UKOS,-1.34346,50.91768,BCT,CUS,OTH,inactive
1980SN120495,Queenstown Road,Waterloo Road,E0041986,Freemantle,UKOS,-1.42455,50.91091,BCT,MKD,OTH,active
1980SN120503,Queenstown Road,Waterloo Road,E0041986,Freemantle,UKOS,-1.42404,50.91076,BCT,MKD,OTH,active
1980SN120468,Faringdon Road,Cheriton Avenue,E0041988,Harefield,UKOS,-1.33719,50.91787,BCT,MKD,OTH,active
1980SN120461,Faringdon Road,Cheriton Avenue,E0041988,Harefield,UKOS,-1.3364,50.91845,BCT,MKD,OTH,inactive
1980SN120463,Bentley Green,Beauworth Avenue,E0041988,Harefield,UKOS,-1.34147,50.92161,BCT,CUS,OTH,inactive
1980SN120467,Bentley Green,Beauworth Avenue,E0041988,Harefield,UKOS,-1.34146,50.92169,BCT,MKD,OTH,active
1980SN120470,Somerset Avenue,Cheriton Avenue,E0041988,Harefield,UKOS,-1.34158,50.9178,BCT,MKD,OTH,active
1980SN120469,Somerset Avenue,Cheriton Avenue,E0041988,Harefield,UKOS,-1.34097,50.91762,BCT,MKD,OTH,inactive
1980SN120496,Paynes Road,Shirley Road,E0042018,Shirley,UKOS,-1.42356,50.91474,BCT,MKD,OTH,active
1980SN120498,Paynes Road,Shirley Road,E0042018,Shirley,UKOS,-1.4227,50.91389,BCT,MKD,OTH,active
1980SN120505,Springhill School,Milton Road,E0042012,Polygon,UKOS,-1.41428,50.91382,BCT,MKD,OTH,inactive
1980SN120507,Springhill School,Milton Road,E0042012,Polygon,UKOS,-1.41433,50.91372,BCT,MKD,OTH,inactive
1980SN120509,Wilton Avenue,Newcombe Road,E0042012,Polygon,UKOS,-1.41154,50.91345,BCT,MKD,OTH,active
1980SN120508,Wilton Avenue,Newcombe Road,E0042012,Polygon,UKOS,-1.41166,50.91343,BCT,MKD,OTH,active
1980SN120511,Handel Terrace,Newcombe Road,E0042012,Polygon,UKOS,-1.41124,50.91127,BCT,MKD,OTH,active
1980SN120512,Handel Terrace,Newcombe Road,E0042012,Polygon,UKOS,-1.41121,50.91091,BCT,MKD,OTH,active
1980SN120P06,Shirley Road,Paynes Road,E0041986,Freemantle,UKOS,-1.42375,50.91405,BCT,MKD,OTH,active
1980SNA09224,Shirley Road,Paynes Road,E0041986,Freemantle,UKOS,-1.42403,50.91369,BCT,MKD,OTH,active
1980SN120248,Kineton Road,Hill Lane,E0042031,Upper Shirley,UKOS,-1.41516,50.92416,BCT,MKD,OTH,active
1980SN120247,Kineton Road,Hill Lane,E0042031,Upper Shirley,UKOS,-1.41507,50.92475,BCT,MKD,OTH,active
1980SN120256,Jubilee Sports Hall,University Road,E0041989,Highfield,UKOS,-1.39614,50.93414,BCT,MKD,OTH,active
1980SN120257,Jubilee Sports Hall,University Road,E0041989,Highfield,UKOS,-1.39634,50.93417,BCT,MKD,OTH,active
1980SN120263,The Highfield,Highfield Lane,E0041989,Highfield,UKOS,-1.39895,50.93067,BCT,MKD,OTH,active
1980SN120261,The Highfield,Highfield Lane,E0041989,Highfield,UKOS,-1.39982,50.93099,BCT,MKD,OTH,active
1980SN120264,Highfield Church,Highfield Lane,E0041989,Highfield,UKOS,-1.39619,50.92997,BCT,MKD,OTH,active
1980SN120265,Highfield Church,Highfield Lane,E0041989,Highfield,UKOS,-1.39661,50.92999,BCT,MKD,OTH,active
1980SN120234,Pentire Avenue,Bellemoor Road,E0042031,Upper Shirley,UKOS,-1.42185,50.92803,BCT,MKD,OTH,active
1980SN120240,Pentire Avenue,Bellemoor Road,E0042031,Upper Shirley,UKOS,-1.42129,50.92785,BCT,MKD,OTH,active
1980SN120241,Shanklin Road,Bellemoor Road,E0042031,Upper Shirley,UKOS,-1.41921,50.92755,BCT,MKD,OTH,inactive
1980SN120242,Leicester Road,Hill Lane,E0042031,Upper Shirley,UKOS,-1.41744,50.93077,BCT,MKD,OTH,active
1980SN120243,Leicester Road,Hill Lane,E0042031,Upper Shirley,UKOS,-1.41722,50.93053,BCT,MKD,OTH,active
1980SN120280,Tennyson Court,Winn Road,E0042013,Portswood,UKOS,-1.39908,50.92547,BCT,MKD,OTH,active
1980SN120281,Tennyson Court,Winn Road,E0042013,Portswood,UKOS,-1.39851,50.92582,BCT,MKD,OTH,active
1980SN120282,Bentley Court,Winn Road,E0042013,Portswood,UKOS,-1.40162,50.92446,BCT,MKD,OTH,active
1980SN120283,Bentley Court,Winn Road,E0042013,Portswood,UKOS,-1.40232,50.92405,BCT,MKD,OTH,active
1980SN120266,Upper Shaftesbury Avenue,Welbeck Avenue,E0041989,Highfield,UKOS,-1.39138,50.9312,BCT,MKD,OTH,active
1980SN120267,Upper Shaftesbury Avenue,Welbeck Avenue,E0041989,Highfield,UKOS,-1.39114,50.93107,BCT,MKD,OTH,active
1980SN120268,Highfield Crescent,Shaftesbury Avenue,E0042013,Portswood,UKOS,-1.39075,50.92959,BCT,MKD,OTH,active
1980SN120269,Highfield Crescent,Shaftesbury Avenue,E0042013,Portswood,UKOS,-1.39087,50.92872,BCT,MKD,OTH,active
1980SN120270,Highfield House Hotel,Highfield Lane,E0042013,Portswood,UKOS,-1.39254,50.92787,BCT,MKD,OTH,active
1980SN120271,Highfield House Hotel,Highfield Lane,E0042013,Portswood,UKOS,-1.39264,50.92782,BCT,MKD,OTH,active
1980SN120217,Grange Road,Romsey Road,E0042019,Shirley Park,UKOS,-1.43895,50.92523,BCT,MKD,OTH,active
1980SN120216,Grange Road,Romsey Road,E0042019,Shirley Park,UKOS,-1.43939,50.92543,BCT,MKD,OTH,active
1980SN120219,Hospital Eye Unit,Tremona Road,N0080795,Southampton General,UKOS,-1.43311,50.93114,BCT,MKD,OTH,inactive
1980SN120218,Hospital Eye Unit,Tremona Road,N0080795,Southampton General,UKOS,-1.43283,50.93147,BCT,MKD,OTH,active
1980SN120223,Dale Valley Road,Dale Road,E0042020,Shirley Warren,UKOS,-1.43067,50.93106,BCT,MKD,OTH,active
1980SN120209,Jessamine Road,Warren Avenue,E0042020,Shirley Warren,UKOS,-1.43935,50.93141,BCT,MKD,OTH,active
1980SN120210,Jessamine Road,Warren Avenue,E0042020,Shirley Warren,UKOS,-1.43914,50.93083,BCT,MKD,OTH,active
1980SN120211,Warren Crescent,Warren Avenue,E0042020,Shirley Warren,UKOS,-1.43794,50.92897,BCT,MKD,OTH,active
1980SN120213,Warren Crescent,Warren Avenue,E0042020,Shirley Warren,UKOS,-1.4373,50.92823,BCT,MKD,OTH,active
1980SN120214,Winchester Road,Warren Avenue,E0042020,Shirley Warren,UKOS,-1.43648,50.9267,BCT,MKD,OTH,active
1980SN120228,The Range,Winchester Road,E0042020,Shirley Warren,UKOS,-1.42822,50.92926,BCT,MKD,OTH,active
1980SN120232,The Malvern,Winchester Road,E0042031,Upper Shirley,UKOS,-1.42353,50.93187,BCT,MKD,OTH,active
1980SN120233,The Malvern,Winchester Road,E0042031,Upper Shirley,UKOS,-1.42251,50.93227,BCT,MKD,OTH,active
1980SN120236,Colebrook Avenue,Wilton Road,E0042031,Upper Shirley,UKOS,-1.42472,50.92711,BCT,MKD,OTH,active
1980SN120235,Colebrook Avenue,Wilton Road,E0042031,Upper Shirley,UKOS,-1.42504,50.92757,BCT,MKD,OTH,active
1980SNA09454,Upper Shirley Avenue,Wilton Road,E0042031,Upper Shirley,UKOS,-1.42285,50.92519,BCT,MKD,OTH,inactive
1980SN120237,Upper Shirley Avenue,Wilton Road,E0042031,Upper Shirley,UKOS,-1.42352,50.92603,BCT,MKD,OTH,active
1980SN120238,Upper Shirley Avenue,Upper Shirley Avenue,E0042031,Upper Shirley,UKOS,-1.42369,50.92535,BCT,MKD,OTH,active
1980SN120230,Winchester Road,Wilton Road,E0042031,Upper Shirley,UKOS,-1.4268,50.92926,BCT,MKD,OTH,inactive
1980SN120341,Green Park,Wimpson Lane,E0042004,Millbrook,UKOS,-1.45682,50.91926,BCT,MKD,OTH,inactive
1980SN120340,Green Park,Wimpson Lane,E0042004,Millbrook,UKOS,-1.45672,50.91936,BCT,MKD,OTH,inactive
1980SN120344,Orpen Road,Bursledon Road,N0073220,Thornhill,UKOS,-1.33526,50.90333,BCT,CUS,OTH,active
1980SN120345,Orpen Road,Bursledon Road,E0042023,Sholing,UKOS,-1.3368,50.90382,BCT,MKD,OTH,active
1980SN120346,Cotswold Road,Cumbrian Way,E0042004,Millbrook,UKOS,-1.45213,50.92153,BCT,MKD,OTH,active
1980SN120347,Cotswold Road,Cumbrian Way,E0042004,Millbrook,UKOS,-1.45277,50.92128,BCT,MKD,OTH,active
1980SN120349,Mendip Road,Cumbrian Way,E0042004,Millbrook,UKOS,-1.45054,50.92214,BCT,MKD,OTH,active
1980SN120348,Mendip Road,Cumbrian Way,E0042004,Millbrook,UKOS,-1.45017,50.92252,BCT,MKD,OTH,active
1980SN120329,King George's Avenue,King George's Avenue,E0042004,Millbrook,UKOS,-1.44585,50.9199,BCT,MKD,OTH,active
1980SN120354,King George's Avenue,King George's Avenue,E0042004,Millbrook,UKOS,-1.44621,50.91967,BCT,MKD,OTH,active
1980SN120352,Stanton Road,King George's Avenue,E0042004,Millbrook,UKOS,-1.44757,50.91726,BCT,MKD,OTH,active
1980SN120330,Stanton Road,King George's Avenue,E0042004,Millbrook,UKOS,-1.4474,50.91733,BCT,MKD,OTH,active
1980SN120335,Windrush Road,Kendal Avenue,N0080447,Millbrook Estate,UKOS,-1.4589,50.92188,BCT,MKD,OTH,active
1980SN120334,Windrush Road,Kendal Avenue,N0080447,Millbrook Estate,UKOS,-1.4585,50.92191,BCT,MKD,OTH,active
1980SN120338,Quantock Road,Cumbrian Way,E0042004,Millbrook,UKOS,-1.45451,50.92117,BCT,MKD,OTH,active
1980SN120339,Quantock Road,Cumbrian Way,E0042004,Millbrook,UKOS,-1.45605,50.92118,BCT,MKD,OTH,active
1980SNA40406,Tesco,Store Grounds,E0042004,Millbrook,UKOS,-1.44643,50.92337,BCT,MKD,OTH,active
1980SN120350,Tesco,Oakley Road,E0042004,Millbrook,UKOS,-1.44768,50.92229,BCT,MKD,OTH,active
1980SN120351,Tesco,Oakley Road,E0042004,Millbrook,UKOS,-1.44772,50.92236,BCT,MKD,OTH,active
1980SN120362,Clarendon Road,Oakley Road,E0042019,Shirley Park,UKOS,-1.44046,50.92158,BCT,MKD,OTH,active
1980SN120361,Clarendon Road,Oakley Road,E0042019,Shirley Park,UKOS,-1.44142,50.92166,BCT,MKD,OTH,active
1980SN120363,Lansdowne Road,Regent's Park Road,E0042019,Shirley Park,UKOS,-1.43915,50.9188,BCT,MKD,OTH,inactive
1980SN120364,Lansdowne Road,Regent's Park Road,E0042019,Shirley Park,UKOS,-1.43931,50.91843,BCT,MKD,OTH,active
1980SN120928,The King George,King George's Avenue,E0042019,Shirley Park,UKOS,-1.4449,50.92144,BCT,MKD,OTH,active
1980SN120355,The King George,Oakley Road,E0042019,Shirley Park,UKOS,-1.4442,50.92179,BCT,MKD,OTH,active
1980SN120358,Claremont Crescent,Regent's Park Road,E0042004,Millbrook,UKOS,-1.44162,50.91641,BCT,MKD,OTH,active
