ATCOCode,CommonName,Street,NptgLocalityCode,LocalityName,GridType,Longitude,Latitude,StopType,BusStopType,TimingStatus,Status
1980SN120P14,Whinchat Close H&R area,Sandpiper Road,N0073217,Lord's Hill,UKOS,-1.43746,50.94748,BCT,HAR,OTH,active
1980SN121007,Holly Hill,Bassett Avenue,E0041967,Bassett,UKOS,-1.40643,50.94288,BCT,MKD,OTH,active
1980SN120116,Holly Hill,Bassett Avenue,E0041967,Bassett,UKOS,-1.40653,50.9417,BCT,MKD,OTH,active
1980SN121008,Saxholm Way,Bassett Avenue,E0041967,Bassett,UKOS,-1.40484,50.94919,BCT,MKD,OTH,active
1980SN121009,Saxholm Way,Bassett Avenue,E0041967,Bassett,UKOS,-1.40449,50.94991,BCT,MKD,OTH,active
1980SN12619A,Bargate,Hanover Buildings,N0077117,Southampton City Centre,UKOS,-1.40314,50.9031,BCT,MKD,OTH,active
1980SN121033,Ashley Crescent,Portsmouth Road,E0042023,Sholing,UKOS,-1.34377,50.89295,BCT,MKD,OTH,active
1980SN121035,Ashley Crescent,Portsmouth Road,E0042023,Sholing,UKOS,-1.34458,50.89308,BCT,MKD,OTH,active
1980SN121038,Redbridge Fire Station,Redbridge Hill,N0080447,Millbrook Estate,UKOS,-1.44816,50.92681,BCT,MKD,OTH,active
1980SN121036,Redbridge Fire Station,Redbridge Hill,N0080447,Millbrook Estate,UKOS,-1.44762,50.92664,BCT,MKD,OTH,active
1980SN121041,Holy Family Church,Redbridge Hill,N0080447,Millbrook Estate,UKOS,-1.45018,50.92686,BCT,MKD,OTH,active
1980SN121039,Holy Family Church,Redbridge Hill,N0080447,Millbrook Estate,UKOS,-1.4506,50.92676,BCT,MKD,OTH,active
1980SN121037,Irving Road,Redbridge Hill,N0080447,Millbrook Estate,UKOS,-1.44538,50.92664,BCT,MKD,OTH,active
1980SN121040,Irving Road,Redbridge Hill,N0080447,Millbrook Estate,UKOS,-1.44469,50.92649,BCT,MKD,OTH,active
1980SN121025,Regents Park Road,Millbrook Road West,E0042004,Millbrook,UKOS,-1.44396,50.91357,BCT,MKD,OTH,active
1980HA121024,Regents Park Road,Millbrook Road West,E0042004,Millbrook,UKOS,-1.44418,50.91323,BCT,MKD,OTH,active
1980SN121026,King Georges Avenue,Millbrook Road West,E0042004,Millbrook,UKOS,-1.44875,50.91402,BCT,MKD,OTH,active
1980SN121027,King Georges Avenue,Millbrook Road West,E0042004,Millbrook,UKOS,-1.44967,50.91405,BCT,MKD,OTH,active
1980SN121031,Marlands,Portland Terrace,N0077117,Southampton City Centre,UKOS,-1.40632,50.90564,BCT,MKD,OTH,active
1980SN120553,ASDA & Marlands,Portland Terrace,N0077117,Southampton City Centre,UKOS,-1.40666,50.90599,BCT,MKD,OTH,active
1980SN12619C,Vincent's Walk,Vincents Walk,N0077117,Southampton City Centre,UKOS,-1.40326,50.90454,BCT,MKD,OTH,active
1980SN12619D,Vincent's Walk,Vincent's Walk,N0077117,Southampton City Centre,UKOS,-1.40265,50.90367,BCT,MKD,OTH,active
1980SN12619E,Vincent's Walk,Vincent's Walk,N0077117,Southampton City Centre,UKOS,-1.40268,50.90348,BCT,MKD,OTH,active
1980SN12616C,Vincent's Walk,Vincent's Walk,N0077117,Southampton City Centre,UKOS,-1.4026,50.90391,BCT,MKD,OTH,active
1980SN12618A,Vincent's Walk,Vincent's Walk,N0077117,Southampton City Centre,UKOS,-1.40254,50.90469,BCT,MKD,OTH,active
1980SN12618B,Vincent's Walk,Vincent's Walk,N0077117,Southampton City Centre,UKOS,-1.40256,50.90411,BCT,MKD,OTH,active
1980HAA13371,Vincent's Walk,Vincent's Walk,N0077117,Southampton City Centre,UKOS,-1.40276,50.90397,BCT,MKD,OTH,active
1980SN12618C,Vincent's Walk,Vincent's Walk,N0077117,Southampton City Centre,UKOS,-1.40279,50.90381,BCT,MKD,OTH,active
1980SN12616A,Pound Tree Road,Pound Tree Road,N0077117,Southampton City Centre,UKOS,-1.40243,50.90505,BCT,MKD,OTH,inactive
1980SN12617C,Pound Tree Road,Pound Tree Road,N0077117,Southampton City Centre,UKOS,-1.40236,50.9049,BCT,MKD,OTH,inactive
1980SN12617A,Pound Tree Road,Pound Tree Road,N0077117,Southampton City Centre,UKOS,-1.40265,50.90504,BCT,MKD,OTH,inactive
1980SN12616B,Pound Tree Road,Pound Tree Road,N0077117,Southampton City Centre,UKOS,-1.40186,50.90504,BCT,MKD,OTH,inactive
1980SN12616E,Pound Tree Road,Pound Tree Road,N0077117,Southampton City Centre,UKOS,-1.40145,50.90505,BCT,MKD,OTH,inactive
1980SN12616D,Pound Tree Road,Pound Tree Road,N0077117,Southampton City Centre,UKOS,-1.40181,50.90488,BCT,MKD,OTH,active
1980SNA09195,King Edward School,Hill Lane,E0042031,Upper Shirley,UKOS,-1.41503,50.92233,BCT,MKD,OTH,active
1980SN120519,Central Station,Wyndham Place,N0077117,Southampton City Centre,UKOS,-1.41282,50.90814,BCT,MKD,OTH,active
1980SN12518A,Central Station,Blechynden Terrace,N0077117,Southampton City Centre,UKOS,-1.41228,50.90794,BCT,MKD,OTH,inactive
1980SN120518,Central Station,Wyndham Place,N0077117,Southampton City Centre,UKOS,-1.41299,50.90842,BCT,MKD,OTH,active
1980SNA09196,Central Station,Wyndham Place,N0077117,Southampton City Centre,UKOS,-1.41283,50.90838,BCT,MKD,OTH,active
1980SNA09197,Warren Aveune,Tremona Road,E0042020,Shirley Warren,UKOS,-1.4369,50.92883,BCT,MKD,OTH,active
1980HAA13377,Norcliffe Road,Westwood Road,E0042013,Portswood,UKOS,-1.40318,50.9224,BCT,MKD,OTH,inactive
1980SNA09201,Norcliffe Road,Westwood Road,E0042013,Portswood,UKOS,-1.40305,50.92233,BCT,MKD,OTH,inactive
1980SNA09207,Aldermoor Turning Circle,Aldermoor Road,E0041997,Lordswood,UKOS,-1.42881,50.93951,BCT,MKD,OTH,active
1980SNA09017,Wellington Court,Waterloo Road,E0041986,Freemantle,UKOS,-1.42091,50.91042,BCT,MKD,OTH,active
1980SN12369B,Park Street,Park Street,E0042018,Shirley,UKOS,-1.43443,50.92258,BCT,MKD,OTH,active
1980SN12370A,Park Street,Park Street,E0042018,Shirley,UKOS,-1.43443,50.92248,BCT,MKD,OTH,active
1980SN12370B,Park Street,Park Street,E0042018,Shirley,UKOS,-1.43472,50.92233,BCT,MKD,OTH,active
1980SN12369A,Park Street,Park Street,E0042018,Shirley,UKOS,-1.43459,50.9225,BCT,MKD,OTH,inactive
1980HA120420,Bullar Road,Bitterne Road West,E0041975,Bitterne,UKOS,-1.37588,50.91765,BCT,MKD,OTH,active
1980SN12426C,Bullar Road,Bullar Road,E0041975,Bitterne,UKOS,-1.3739,50.91836,BCT,MKD,OTH,active
1980SN12441A,Art Gallery,Commercial Road,N0077117,Southampton City Centre,UKOS,-1.40627,50.9088,BCT,MKD,OTH,active
1980SN12441B,Art Gallery,Commercial Road,N0077117,Southampton City Centre,UKOS,-1.40678,50.90883,BCT,MKD,OTH,active
1980SN120523,Art Gallery,Commercial Road,N0077117,Southampton City Centre,UKOS,-1.40728,50.90892,BCT,MKD,OTH,active
1980SN12368B,Shirley Precinct,Shirley High Street,E0042018,Shirley,UKOS,-1.43505,50.92346,BCT,MKD,OTH,active
1980SN120367,Shirley Precinct,Shirley High Street,E0042018,Shirley,UKOS,-1.43491,50.92357,BCT,MKD,OTH,active
1980SN12367A,Shirley Precinct,Shirley High Street,E0042018,Shirley,UKOS,-1.43507,50.92369,BCT,MKD,OTH,active
1980SN12368A,Shirley Precinct,Shirley High Street,E0042018,Shirley,UKOS,-1.43474,50.92322,BCT,MKD,OTH,active
1980SN12367B,Mcdonalds,Shirley Road,E0042018,Shirley,UKOS,-1.42897,50.91891,BCT,MKD,OTH,active
1980SN120494,Christ Church,Waterloo Road,E0041986,Freemantle,UKOS,-1.42757,50.91131,BCT,MKD,OTH,active
1980SN12493A,Christ Church,Waterloo Road,E0041986,Freemantle,UKOS,-1.42773,50.91125,BCT,MKD,OTH,active
1980SN12544B,Solent University,New Road,N0077117,Southampton City Centre,UKOS,-1.39923,50.90743,BCT,MKD,OTH,active
1980SN120545,Solent University,New Road,N0077117,Southampton City Centre,UKOS,-1.39988,50.90713,BCT,MKD,OTH,active
1980SN120913,Solent University,East Park Terrace,N0077117,Southampton City Centre,UKOS,-1.40167,50.90802,BCT,MKD,OTH,active
1980SN120914,Solent University,East Park Terrace,N0077117,Southampton City Centre,UKOS,-1.40152,50.90855,BCT,MKD,OTH,active
1980SN12550C,Princes Street,Northam Road,E0042008,Northam,UKOS,-1.38793,50.91245,BCT,MKD,OTH,active
1980SN12550B,Princes Street,Northam Road,E0042008,Northam,UKOS,-1.38797,50.91236,BCT,MKD,OTH,active
1980SN12524D,Cenotaph,Above Bar Street,N0077117,Southampton City Centre,UKOS,-1.4049,50.91,BCT,MKD,OTH,active
1980SN120525,Cenotaph,Above Bar Street,N0077117,Southampton City Centre,UKOS,-1.40472,50.90942,BCT,MKD,OTH,active
1980SN12524B,Cenotaph,Above Bar Street,N0077117,Southampton City Centre,UKOS,-1.40485,50.90952,BCT,MKD,OTH,active
1980SN12532A,Above Bar,Above Bar Street,N0077117,Southampton City Centre,UKOS,-1.40453,50.90575,BCT,MKD,OTH,active
1980SN12531B,Above Bar,Above Bar Street,N0077117,Southampton City Centre,UKOS,-1.40454,50.90599,BCT,MKD,OTH,active
1980SN12617B,Above Bar,Above Bar Street,N0077117,Southampton City Centre,UKOS,-1.40458,50.90638,BCT,MKD,OTH,active
1980SN12531A,Above Bar,Above Bar Street,N0077117,Southampton City Centre,UKOS,-1.40457,50.90619,BCT,MKD,OTH,active
1980SN12532B,Above Bar,Above Bar Street,N0077117,Southampton City Centre,UKOS,-1.40432,50.90566,BCT,MKD,OTH,active
1980SN120090,Aldermoor Shops,Lords Hill Way,E0041997,Lordswood,UKOS,-1.42918,50.94063,BCT,MKD,OTH,active
1980SN120089,Aldermoor Shops,Lords Hill Way,E0041997,Lordswood,UKOS,-1.4291,50.94071,BCT,MKD,OTH,active
1980SN120094,Dunkirk Road,Lordswood Road,E0042031,Upper Shirley,UKOS,-1.42367,50.9372,BCT,MKD,OTH,active
1980SN120093,Dunkirk Road,Lordswood Road,E0042031,Upper Shirley,UKOS,-1.42471,50.93777,BCT,MKD,OTH,active
1980SNA90927,Dunkirk Road,Dale Valley Road,E0042031,Upper Shirley,UKOS,-1.42428,50.93707,BCT,MKD,OTH,active
1980SN120096,Sports Centre,Hill Lane,E0042031,Upper Shirley,UKOS,-1.41956,50.93533,BCT,MKD,OTH,active
1980SN120095,Sports Centre,Hill Lane,E0042031,Upper Shirley,UKOS,-1.41917,50.93498,BCT,MKD,OTH,active
1980SN120979,General Hospital,Coxford Road,E0042020,Shirley Warren,UKOS,-1.43424,50.93484,BCT,MKD,OTH,active
1980SN120083,General Hospital,Coxford Road,E0042020,Shirley Warren,UKOS,-1.43349,50.93506,BCT,MKD,OTH,active
1980SN120082,General Hospital and Cemetery,Tremona Road,N0080795,Southampton General,UKOS,-1.43324,50.93457,BCT,MKD,OTH,active
1980SN120084,General Hospital and Cemetery,Tremona Road,N0080795,Southampton General,UKOS,-1.43202,50.93412,BCT,MKD,OTH,active
1980SN120085,Springford Crescent,Coxford Road,E0041964,Aldermoor,UKOS,-1.43098,50.93655,BCT,MKD,OTH,active
1980SN120086,Springford Crescent,Coxford Road,E0041964,Aldermoor,UKOS,-1.4305,50.93693,BCT,MKD,OTH,active
1980SN120087,Aldermoor Shops,Aldermoor Road,E0041964,Aldermoor,UKOS,-1.42932,50.94041,BCT,MKD,OTH,active
1980SN120088,Aldermoor Shops,Aldermoor Road,E0041964,Aldermoor,UKOS,-1.4303,50.94045,BCT,MKD,OTH,active
1980SN120111,Great Oaks School,Winchester Road,E0041967,Bassett,UKOS,-1.40829,50.94024,BCT,MKD,OTH,active
1980SN120114,Great Oaks School,Winchester Road,E0041967,Bassett,UKOS,-1.40792,50.9403,BCT,MKD,OTH,active
1980SN120112,Butterfield Road,Winchester Road,E0041967,Bassett,UKOS,-1.41189,50.93818,BCT,MKD,OTH,active
1980SN120113,Butterfield Road,Winchester Road,E0041967,Bassett,UKOS,-1.41271,50.9375,BCT,MKD,OTH,active
1980SN120117,Bassett Crescent,Bassett Avenue,E0041967,Bassett,UKOS,-1.40684,50.93908,BCT,MKD,OTH,active
1980SN120115,Bassett Crescent,Bassett Avenue,E0041967,Bassett,UKOS,-1.40669,50.93925,BCT,MKD,OTH,active
1980SN120097,Hill Lane,Winchester Road,E0042031,Upper Shirley,UKOS,-1.41809,50.93481,BCT,MKD,OTH,active
1980SN120098,Hill Lane,Winchester Road,E0042031,Upper Shirley,UKOS,-1.41818,50.93462,BCT,MKD,OTH,active
1980SN120099,Burgess Road,Hill Lane,E0042031,Upper Shirley,UKOS,-1.41825,50.93338,BCT,MKD,OTH,active
1980SN120100,Burgess Road,Hill Lane,E0042031,Upper Shirley,UKOS,-1.41837,50.93332,BCT,MKD,OTH,active
1980SN120102,Vine Road,Coxford Road,N0080795,Southampton General,UKOS,-1.43745,50.93408,BCT,MKD,OTH,active
1980SN120054,Baronsmead,Lower Brownhill Road,N0073217,Lord's Hill,UKOS,-1.45519,50.9363,BCT,MKD,OTH,active
1980SN120055,Baronsmead,Lower Brownhill Road,N0073217,Lord's Hill,UKOS,-1.45469,50.93633,BCT,MKD,OTH,active
1980SN120056,Mercury Close,Upper Brownhill Road,N0073217,Lord's Hill,UKOS,-1.45129,50.93717,BCT,MKD,OTH,active
1980SN120057,Gemini Close,Upper Brownhill Road,N0073217,Lord's Hill,UKOS,-1.44921,50.93769,BCT,MKD,OTH,active
1980SN120059,Gemini Close,Upper Brownhill Road,N0073217,Lord's Hill,UKOS,-1.44962,50.93752,BCT,MKD,OTH,active
1980SN120061,Alder Road,Upper Brownhill Road,N0073217,Lord's Hill,UKOS,-1.44708,50.93815,BCT,MKD,OTH,active
1980SN120066,Olive Road,Aldermoor Road,N0073217,Lord's Hill,UKOS,-1.44404,50.93886,BCT,MKD,OTH,active
1980SN120063,Olive Road,Aldermoor Road,N0073217,Lord's Hill,UKOS,-1.44527,50.93867,BCT,MKD,OTH,active
1980SN120049,Library,Lord's Hill Centre West,N0073217,Lord's Hill,UKOS,-1.44985,50.93978,BCT,MKD,OTH,active
1980SN120048,Library,Lord's Hill Centre West,N0073217,Lord's Hill,UKOS,-1.4497,50.93982,BCT,MKD,OTH,active
1980SNA90935,Library,Lord's Hill Centre East,N0073217,Lord's Hill,UKOS,-1.44872,50.93967,BCT,MKD,OTH,active
1980SN120050,Andromeda Road,Lord's Hill Way,N0073217,Lord's Hill,UKOS,-1.45254,50.94019,BCT,MKD,OTH,active
1980SN120043,Andromeda Road,Lord's Hill Way,N0073217,Lord's Hill,UKOS,-1.45275,50.94039,BCT,MKD,OTH,active
1980SN120053,Corbiere Close,Lower Brownhill Road,E0042000,Maybush,UKOS,-1.45829,50.93549,BCT,MKD,OTH,active
1980SN120052,Corbiere Close,Lower Brownhill Road,E0042000,Maybush,UKOS,-1.45893,50.93543,BCT,MKD,OTH,active
1980SN120071,Springford Road,Aldermoor Road,E0041964,Aldermoor,UKOS,-1.43393,50.94072,BCT,MKD,OTH,active
1980SN120065,Springford Road,Aldermoor Road,E0041964,Aldermoor,UKOS,-1.43356,50.94067,BCT,MKD,OTH,active
1980SN120072,Outer Circle,Aldermoor Avenue,E0041964,Aldermoor,UKOS,-1.43883,50.93653,BCT,MKD,OTH,inactive
1980SN120073,Outer Circle,Aldermoor Avenue,E0041964,Aldermoor,UKOS,-1.43903,50.93645,BCT,MKD,OTH,inactive
1980SN120076,Willow Court,Palm Road,E0041964,Aldermoor,UKOS,-1.44243,50.93589,BCT,MKD,OTH,inactive
1980SN120077,Willow Court,Palm Road,E0041964,Aldermoor,UKOS,-1.44257,50.93579,BCT,MKD,OTH,inactive
1980SN120078,Alder Road,Coxford Drove,E0042000,Maybush,UKOS,-1.44467,50.93392,BCT,MKD,OTH,inactive
1980SN120079,Alder Road,Coxford Drove,E0042000,Maybush,UKOS,-1.44476,50.93369,BCT,MKD,OTH,inactive
1980SN120080,Laundry Road,Warren Avenue,E0042020,Shirley Warren,UKOS,-1.44037,50.93277,BCT,MKD,OTH,active
1980SN120081,Laundry Road,Warren Avenue,E0042020,Shirley Warren,UKOS,-1.44055,50.93328,BCT,MKD,OTH,active
1980SN120067,Aldermoor Avenue,Aldermoor Avenue,E0041964,Aldermoor,UKOS,-1.44054,50.93898,BCT,MKD,OTH,inactive
1980SN120069,Aldermoor Avenue,Aldermoor Road,E0041964,Aldermoor,UKOS,-1.44162,50.9395,BCT,MKD,OTH,active
1980HAA13386,Walnut Avenue,Wide Lane,E0042028,Swaythling,UKOS,-1.37143,50.94329,BCT,MKD,OTH,active
1980SN120164,Walnut Avenue,Wide Lane,E0042028,Swaythling,UKOS,-1.37174,50.94292,BCT,MKD,OTH,active
1980SN120177,The Saints,Kendal Avenue,N0080447,Millbrook Estate,UKOS,-1.46305,50.92934,BCT,MKD,OTH,active
1980SN120175,The Saints,Windermere Avenue,N0080447,Millbrook Estate,UKOS,-1.46226,50.93017,BCT,MKD,OTH,active
1980SN120179,Sedbergh Road,Kendal Avenue,N0080447,Millbrook Estate,UKOS,-1.46411,50.92616,BCT,MKD,OTH,active
1980SN120178,Sedbergh Road,Kendal Avenue,N0080447,Millbrook Estate,UKOS,-1.46425,50.92683,BCT,MKD,OTH,active
1980SN120158,Mayfield Road,Portswood Road,E0042028,Swaythling,UKOS,-1.38247,50.9339,BCT,MKD,OTH,active
1980SN120157,Mayfield Road,Portswood Road,E0042028,Swaythling,UKOS,-1.38186,50.93454,BCT,MKD,OTH,active
1980SN120159,Sirdar Road,Portswood Road,E0042028,Swaythling,UKOS,-1.38385,50.93289,BCT,MKD,OTH,active
1980SN120287,Sirdar Road,Portswood Road,E0042028,Swaythling,UKOS,-1.38382,50.93271,BCT,MKD,OTH,active
1980SN120163,Swaythling Station,Wessex Lane,E0042028,Swaythling,UKOS,-1.37501,50.94167,BCT,MKD,OTH,active
1980SN120162,Swaythling Station,Wessex Lane,E0042028,Swaythling,UKOS,-1.37505,50.94176,BCT,MKD,OTH,active
1980SN120187,Borrowdale Road,Windermere Avenue,N0080447,Millbrook Estate,UKOS,-1.45389,50.92758,BCT,MKD,OTH,active
1980SN120186,Borrowdale Road,Windermere Avenue,N0080447,Millbrook Estate,UKOS,-1.45396,50.9277,BCT,MKD,OTH,active
1980SN120188,Maybush Road,Wimpson Lane,E0042000,Maybush,UKOS,-1.44887,50.92975,BCT,MKD,OTH,active
1980SN120203,Maybush Court,Romsey Road,E0042000,Maybush,UKOS,-1.44521,50.92827,BCT,MKD,OTH,active
1980SN120204,Maybush Court,Romsey Road,E0042000,Maybush,UKOS,-1.44477,50.92785,BCT,MKD,OTH,active
1980SN120207,Arliss Road,Romsey Road,E0042000,Maybush,UKOS,-1.44339,50.92695,BCT,MKD,OTH,active
1980SN120208,Arliss Road,Romsey Road,E0042000,Maybush,UKOS,-1.44367,50.92727,BCT,MKD,OTH,active
1980SN120180,Kendal Avenue Shops,Kendal Avenue,N0080447,Millbrook Estate,UKOS,-1.46372,50.9244,BCT,MKD,OTH,active
1980SN120181,Kendal Avenue Shops,Kendal Avenue,N0080447,Millbrook Estate,UKOS,-1.46386,50.92432,BCT,MKD,OTH,active
1980SN120182,Millbrook Tower,Windermere Avenue,N0080447,Millbrook Estate,UKOS,-1.45852,50.93013,BCT,MKD,OTH,active
1980SN120183,Millbrook Tower,Windermere Avenue,N0080447,Millbrook Estate,UKOS,-1.45917,50.93026,BCT,MKD,OTH,active
1980SN120185,Ullswater Road,Windermere Avenue,N0080447,Millbrook Estate,UKOS,-1.45596,50.92855,BCT,MKD,OTH,active
1980SN120184,Ullswater Road,Windermere Avenue,N0080447,Millbrook Estate,UKOS,-1.45653,50.92878,BCT,MKD,OTH,active
1980SN120128,Glen Eyre Road,Burgess Road,E0041967,Bassett,UKOS,-1.39992,50.93762,BCT,MKD,OTH,active
1980SN120127,Glen Eyre Road,Burgess Road,E0041967,Bassett,UKOS,-1.40069,50.9375,BCT,MKD,OTH,active
1980SN120136,Library,Burgess Road,E0041989,Highfield,UKOS,-1.39393,50.93819,BCT,MKD,OTH,active
1980SN120131,Library,Burgess Road,E0041989,Highfield,UKOS,-1.3959,50.93811,BCT,MKD,OTH,active
1980SN120134,Future Worlds,University Road,E0041989,Highfield,UKOS,-1.39632,50.9377,BCT,MKD,OTH,active
1980SN120145,Tulip Road,Burgess Road,E0042028,Swaythling,UKOS,-1.38784,50.93855,BCT,MKD,OTH,active
1980SN120137,Tulip Road,Burgess Road,E0042028,Swaythling,UKOS,-1.38868,50.93866,BCT,MKD,OTH,active
1980SN120118,Bassett Crossroads,Bassett Avenue,E0041967,Bassett,UKOS,-1.40666,50.93701,BCT,MKD,OTH,active
1980SN120119,Bassett Crossroads,Bassett Avenue,E0041967,Bassett,UKOS,-1.40647,50.93683,BCT,MKD,OTH,active
1980SN120125,Hartley Grove,Glen Eyre Road,E0041967,Bassett,UKOS,-1.40096,50.94092,BCT,MKD,OTH,active
1980SN120124,Hartley Grove,Glen Eyre Road,E0041967,Bassett,UKOS,-1.40096,50.94125,BCT,MKD,OTH,active
1980SN120138,Lilac Road,Honeysuckle Road,E0041968,Bassett Green,UKOS,-1.39213,50.93906,BCT,MKD,OTH,inactive
1980SN120147,Aster Road,Burgess Road,E0042028,Swaythling,UKOS,-1.38507,50.93841,BCT,MKD,OTH,active
1980SN120146,Aster Road,Burgess Road,E0042028,Swaythling,UKOS,-1.38393,50.93854,BCT,MKD,OTH,active
1980HAA13379,Aster Road,Langhorn Road,E0042028,Swaythling,UKOS,-1.38362,50.93808,BCT,MKD,OTH,active
1980SN120148,Market Buildings,Stoneham Lane,E0042028,Swaythling,UKOS,-1.37979,50.94045,BCT,MKD,OTH,active
1980SN120149,Market Buildings,Stoneham Lane,E0042028,Swaythling,UKOS,-1.37972,50.94062,BCT,MKD,OTH,active
1980SN120151,McDonalds,High Road,E0042028,Swaythling,UKOS,-1.38009,50.93855,BCT,MKD,OTH,active
1980SN120150,McDonalds,High Road,E0042028,Swaythling,UKOS,-1.38015,50.93893,BCT,MKD,OTH,active
1980SN12151A,McDonalds,Burgess Road,E0042028,Swaythling,UKOS,-1.38076,50.9393,BCT,CUS,OTH,inactive
1980SNA90913,McDonalds,Burgess Road,E0042028,Swaythling,UKOS,-1.38068,50.93915,BCT,CUS,OTH,active
1980SN120153,Woodmill Lane,High Road,E0042028,Swaythling,UKOS,-1.38046,50.93702,BCT,MKD,OTH,active
1980HA120154,Woodmill Lane,Portswood Road,E0042028,Swaythling,UKOS,-1.38088,50.9358,BCT,MKD,OTH,active
1980SN120139,Bealing Close,Burgess Road,E0041989,Highfield,UKOS,-1.39075,50.93857,BCT,MKD,OTH,active
1980SN120140,Bealing Close,Burgess Road,E0041989,Highfield,UKOS,-1.39182,50.93839,BCT,MKD,OTH,active
1980SN120141,Daisy Dip,Lobelia Road,E0041968,Bassett Green,UKOS,-1.3886,50.94064,BCT,MKD,OTH,active
1980SN120143,Daisy Road,Lobelia Road,E0041968,Bassett Green,UKOS,-1.38846,50.94054,BCT,CUS,OTH,inactive
1980SN120142,Carnation Road,Lobelia Road,E0041968,Bassett Green,UKOS,-1.38842,50.94151,BCT,MKD,OTH,active
1980SN120144,Woodcote Road,Burgess Road,E0042028,Swaythling,UKOS,-1.38683,50.93859,BCT,MKD,OTH,active
1980SN120045,Lord's Hill Centre,Lord's Hill Way,N0073217,Lord's Hill,UKOS,-1.45134,50.94172,BCT,MKD,OTH,active
1980SN120046,Lord's Hill Centre,Lord's Hill Way,N0073217,Lord's Hill,UKOS,-1.45,50.94193,BCT,MKD,OTH,active
1980SN120047,Lord's Hill Centre,Lord's Hill Way,N0073217,Lord's Hill,UKOS,-1.45027,50.94183,BCT,MKD,OTH,active
1980HA120721,Swift Road,Archery Road,E0042037,Woolston,UKOS,-1.37541,50.89149,BCT,MKD,OTH,active
1980HA120720,Swift Road,Archery Road,E0042037,Woolston,UKOS,-1.3752,50.89122,BCT,MKD,OTH,active
1980HA120746,Duncan Close,Weston Lane,N0073222,Weston,UKOS,-1.37159,50.88803,BCT,MKD,OTH,active
1980HA120777,Browning Avenue,Hinkler Road,E0042030,Thornhill Park,UKOS,-1.33089,50.9143,BCT,MKD,OTH,active
1980HA120776,Browning Avenue,Hinkler Road,E0042030,Thornhill Park,UKOS,-1.33109,50.91463,BCT,MKD,OTH,active
1980HA121017,Chilworth Roundabout,Bassett Avenue,E0041967,Bassett,UKOS,-1.40443,50.95217,BCT,MKD,OTH,active
1980HA120625,Holyrood Church,High Street,N0077117,Southampton City Centre,UKOS,-1.40399,50.90006,BCT,MKD,OTH,active
1980HA120626,Holyrood Church,High Street,N0077117,Southampton City Centre,UKOS,-1.40376,50.89999,BCT,MKD,OTH,active
1980HAA13373,Cranleigh House,Westwood Road,E0042013,Portswood,UKOS,-1.40142,50.92301,BCT,MKD,OTH,inactive
1980HAA13374,Cranleigh House,Westwood Road,E0042013,Portswood,UKOS,-1.40116,50.92325,BCT,MKD,OTH,inactive
1980HAA13375,Elm Court,Westwood Road,E0042013,Portswood,UKOS,-1.39786,50.92469,BCT,MKD,OTH,inactive
1980HAA13376,Elm Court,Westwood Road,E0042013,Portswood,UKOS,-1.39763,50.92465,BCT,MKD,OTH,inactive
1980HAA13381,High Road,Langhorn Road,E0042028,Swaythling,UKOS,-1.38163,50.93701,BCT,MKD,OTH,active
1980HAA13380,High Road,Langhorn Road,E0042028,Swaythling,UKOS,-1.38163,50.93712,BCT,MKD,OTH,active
1980HA121056,Moorhill Gardens,Thornhill Park Road,E0042030,Thornhill Park,UKOS,-1.32928,50.91469,BCT,MKD,OTH,active
1980HA121057,Moorhill Gardens,Thornhill Park Road,E0042030,Thornhill Park,UKOS,-1.32892,50.91468,BCT,MKD,OTH,active
1980HA122972,Redbridge Roundabout,Redbridge Causeway,E0042016,Redbridge,UKOS,-1.47158,50.92226,BCT,MKD,OTH,active
1980SN120843,Redbridge Roundabout,Redbridge Causeway,E0042016,Redbridge,UKOS,-1.46885,50.92168,BCT,MKD,OTH,active
1980HA12549A,Coach Station,,N0077117,Southampton City Centre,UKOS,-1.40936,50.90597,BCT,MKD,OTH,active
1980HA120323,Townhill Way,Meggeson Avenue,E0042002,Midanbury,UKOS,-1.35506,50.92671,BCT,MKD,OTH,active
1980HA120324,Townhill Way,Meggeson Avenue,E0042002,Midanbury,UKOS,-1.35475,50.92635,BCT,MKD,OTH,active
1980HA120416,Quayside Road,Bitterne Road West,N0077162,Bitterne Manor,UKOS,-1.38344,50.91743,BCT,MKD,OTH,active
1980HA120417,Quayside Road,Bitterne Road,N0077162,Bitterne Manor,UKOS,-1.3838,50.91675,BCT,MKD,OTH,active
1980HA120419,Rampart Road,Bitterne Road West,N0077162,Bitterne Manor,UKOS,-1.37932,50.91811,BCT,MKD,OTH,active
1980HA120418,Rampart Road,Bitterne Road West,N0077162,Bitterne Manor,UKOS,-1.3803,50.91792,BCT,MKD,OTH,active
1980HA120303,Belmont Road,St Denys' Road,E0042013,Portswood,UKOS,-1.38833,50.92518,BCT,MKD,OTH,active
1980SN120302,Belmont Road,St Denys' Road,E0042013,Portswood,UKOS,-1.38849,50.92529,BCT,MKD,OTH,active
1980HA120304,St Denys Church,St Denys Road,E0042026,St Denys,UKOS,-1.38237,50.92486,BCT,MKD,OTH,active
1980HA120305,St Denys Church,St Denys' Road,E0042026,St Denys,UKOS,-1.38297,50.9249,BCT,MKD,OTH,active
